AREA,TAG,DIAMETER,CALC_NOTES,PID,ISO,STRESS,SUPPORT
30A14,30A14-8-LPS-601XX-11261-H-01,200,unset,50,60,0,0
30A14,30A14-10-EO-30114-13085-FX-01,250,unset,50,60,0,0
30A14,30A14-4-P-30301-13081-H-01,100,unset,50,60,0,0
30A14,30A14-14-P-20402-13081-P-01,350,unset,50,60,0,0
30A14,30A14-3-WW-20405-13081-01,80,unset,50,60,0,0
30A14,30A14-2-WW-20415-13081-01,50,unset,50,60,0,0
30A14,30A14-2-WW-20408-13081-01,50,unset,50,60,0,0
30A14,30A14-3-WW-20419-13081-01,80,unset,50,60,0,0
30A14,30A14-2-WW-20409-13081-01,50,unset,50,60,0,0
30A14,30A14-2-WW-50805-13081,50,unset,50,30,0,0
30A14,30A14-2-WW-20414-13081-01,50,unset,50,60,0,0
30A14,30A14-12-P-20404-13081-P-01,300,unset,50,60,0,0
30A14,30A14-18-EO-30103-13085-CX-01,450,unset,50,60,0,0
30A14,30A14-6-EO-30104-13085-FX-01,150,unset,50,60,0,0
30A14,30A14-4-EO-30108-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-6-EO-30107-13085-FX-01,150,unset,50,60,0,0
30A14,30A14-4-EO-30105-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-20-EO-30102-13085-FX-01,0,unset,50,60,0,0
30A14,30A14-4-EO-30133-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-24-EO-30101-13085-FX-01,600,unset,50,60,0,0
30A14,30A14-4-EO-30134-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-4-EO-30109-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-10-HPS-10507-61261-H-01,250,unset,50,60,0,0
30A14,30A14-4-EO-30106-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-6-EO-30204-13085-FX-01,150,unset,50,60,0,0
30A14,30A14-6-EO-30208-13085-FX-01,150,unset,50,60,0,0
30A14,30A14-4-EO-30207-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-8-HPS-10508-31261-H-01,200,unset,50,60,0,0
30A14,30A14-18-HOLD-30A14-001,450,unset,50,30,0,0
30A14,30A14-4-EO-30209-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-4-EO-30213-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-8-EO-30214-13085-FX-01,200,unset,50,60,0,0
30A14,30A14-4-EO-30212-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-4-EO-30210-13085-FX-01,100,unset,50,60,0,0
30A14,30A14-8-CWR-30130-13999,200,unset,50,30,0,0
30A14,30A14-2-CWR-10530-13999-01,50,unset,50,60,0,0
30A14,30A14-4-CWR-10533-11001-01,100,unset,50,60,0,0
30A14,30A14-4-P-50633-11042-H-01,100,unset,50,60,0,0
30A14,30A14-6-EO-30228-13085-FX-01,150,unset,50,60,0,0
30A14,30A14-18-CHR-60215-11001-C-01,400,unset,50,60,0,0
30A14,30A14-18-CHR-60201-11001-C-01,450,unset,50,60,0,0
30A14,30A14-6-HPS-10504-61261-H-01,150,unset,50,60,0,0
30A14,30A14-3-LPC-60179-11011-H,80,unset,50,30,0,0
30A14,30A14-3-LPC-60170-11011-H-01,80,unset,50,60,0,0
30A14,30A14-10-MPC-90302-11011-H-01,250,unset,50,60,0,0
30A14,30A14-14-P-30215-33086-01,350,unset,0,60,0,0
30A14,30A14-14-P-20811-33086-H-01,350,unset,50,60,0,0
30A14,30A14-6-HPC-10509-61011-H-01,150,unset,50,60,0,0
30A14,30A14-10-HPS-10524-11001-P-01,250,unset,50,60,0,0
